author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_override,repair_applied_pred,repair_applied_correct
0,1,0,1,2,4229,CWE-703,37,401034,1,168,1,14,0,1,0,1,0,1,radare2,0.007974445819854736,0.9657679796218872,0,1059,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"ut64 pa = va2pa (img[j].address, cache->n_maps, &cache->maps[maps_index], cache->buf, 0, NULL, NULL);","The target function already contains the exact patched line using cache->n_maps instead of the vulnerable hdr->mappingCount, meaning the repair is fully present and protects the same risky operation.",1,0,1
0,1,0,1,0,746,CWE-200,0,401525,0,23,0,0,1,0,1,0,0,1,linux,-0.0010606050491333008,0.9428854584693909,0,157,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,10,1766,CWE-200,3,401579,0,65,0,0,1,0,1,0,1,0,linux,0.0005089044570922852,0.9385461807250977,0,450,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
1,0,1,0,73,6323,CWE-703,3,404192,2,252,1,1,1,0,1,0,1,0,pcre2,0.0024869441986083984,0.9392564296722412,0,1336,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,0,954,CWE-703,4,405333,0,47,0,0,0,1,1,0,1,0,linux,0.002516627311706543,0.9549126625061035,0,258,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,1,2256,CWE-703,14,405698,1,88,0,2,1,0,0,1,1,0,linux,0.0026059746742248535,0.9444020390510559,0,555,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,1,7680,CWE-200,29,406206,2,313,2,8,1,0,1,0,1,0,util-linux,0.0038117170333862305,0.9381383657455444,0,1809,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,15,2270,CWE-787,15,408968,1,97,0,7,0,1,0,1,0,1,vim,0.0048635005950927734,0.9475947618484497,0,564,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"if (gap != NULL && ga_grow(gap, idx + 1) == OK)","The target function already contains the exact fix from the patch, which adds 1 to the ga_grow size argument to account for the appended NUL, thereby preventing the out-of-bounds write.",1,0,1
0,1,0,1,77,16039,CWE-787,32,409515,9,605,2,4,0,1,0,1,0,1,vim,0.005761981010437012,0.9449300765991211,0,4004,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,tp[len] = NUL;,"The target function already contains the exact null-termination guard (tp[len] = NUL) added by the historical patch, ensuring the buffer is properly bounded before subsequent string operations.",1,0,1
0,1,0,1,10,17737,CWE-399,149,411896,0,536,3,21,0,1,1,0,1,0,tor,0.012594461441040039,0.9442147612571716,0,3819,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,15,31969,CWE-476,228,411926,15,1042,16,61,0,1,0,1,0,1,heimdal,0.00517582893371582,0.9382337331771851,0,6411,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"} else if (s == NULL) {
	ret = KRB5KDC_ERR_S_PRINCIPAL_UNKNOWN;
	_kdc_set_e_text(r, ""No server in request"");
	goto out;
    }","The target function contains the exact null check guard and error handling for `s == NULL` that was introduced in the historical patch, protecting the same risky dereference path.",1,0,1
0,1,0,1,3,2728,CWE-190,3,412117,1,75,3,0,0,1,0,1,0,1,unbound,0.005280971527099609,0.9452822208404541,0,575,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if((unsigned)strlen(dnscenv->provider_name) >= (unsigned)0xffff0000) { verbose(VERB_OPS, ""cert #%"" PRIu32 "" is too long"", serial); continue }","The target function contains the exact integer overflow guard added in the historical patch, protecting the same risky rrlen calculation.",1,0,1
1,0,1,0,0,1586,CWE-787,3,412190,1,71,1,0,1,0,1,0,1,0,vim,0.004597604274749756,0.9335687756538391,0,356,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
1,0,0,1,0,144,CWE-415,3,412332,0,5,0,1,1,0,1,0,1,0,rizin,-0.011324584484100342,0.9434301853179932,0,41,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,1,4687,CWE-416,15,413339,0,86,1,7,1,0,1,0,1,0,php-src,-0.00019496679306030273,0.947848379611969,0,578,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,14,13253,CWE-416,41,413623,6,466,7,11,1,0,1,0,0,1,radare2,0.010909676551818848,0.9638922214508057,0,3196,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,6,25536,CWE-416,96,416366,16,1015,5,14,1,0,1,0,1,0,vim,0.006352066993713379,0.9475705623626709,0,5352,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,0,251,CWE-416,0,417093,4,17,4,0,1,0,1,0,1,0,MilkyTracker,-0.009276151657104492,0.9147615432739258,0,60,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,0,636,CWE-119,4,417472,0,22,0,1,1,0,0,1,1,0,libvirt,0.0014722347259521484,0.938132107257843,0,121,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,6,22413,CWE-703,67,418795,21,832,1,21,1,0,1,0,1,0,vim,0.003345966339111328,0.9430056810379028,0,4632,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
1,0,1,0,0,227,CWE-476,0,421378,0,14,0,0,1,0,1,0,1,0,mujs,-0.0017491579055786133,0.9238613843917847,0,67,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,1,1645,CWE-190,17,424522,1,69,2,4,0,1,0,1,0,1,FreeRDP,0.0069866180419921875,0.9449455738067627,0,359,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"s = width * height * 4ULL; if (s > INT32_MAX) return NULL; ... ret->surfaceData = BufferPool_Take(priv->surfacePool, s);","The target function contains the exact overflow guard and uses the pre-calculated safe variable 's' for the BufferPool_Take call, fully replicating the historical patch's repair.",1,0,1
1,0,0,1,5,5161,CWE-476,19,424969,0,189,0,0,1,0,1,0,1,0,linux,0.0016521215438842773,0.9595833420753479,0,1078,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,1,0,0,530,CWE-125,0,427153,1,13,0,0,1,0,1,0,1,0,lua,-0.00668489933013916,0.9269116520881653,0,149,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,19,3963,CWE-787,32,427707,1,154,2,4,0,1,0,1,0,1,file,0.004232943058013916,0.9511364698410034,0,1100,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (nelements > CDF_ELEMENT_LIMIT || nelements == 0) { DPRINTF((""CDF_VECTOR with nelements == %"" SIZE_T_FORMAT ""u\n"", nelements)); goto out; }","The target function already contains the exact upper bound check (nelements > CDF_ELEMENT_LIMIT) alongside the existing zero check, which matches the repair introduced in the historical patch.",1,0,1
1,0,1,0,3,146,CWE-787,4,430335,0,7,0,1,1,0,1,0,1,0,linux,0.004227340221405029,0.9483237862586975,0,31,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,1,1036,CWE-362,4,430380,0,38,2,0,0,1,1,0,0,1,linux,0.0030843615531921387,0.9207637310028076,0,241,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,19,11220,CWE-400,33,430470,1,333,8,15,0,1,0,1,0,1,squid,0.012241840362548828,0.9229904413223267,0,1932,0,1,0,1,best_ensemble_pred,1,1,0,True,api_replacement,high,"Target uses SBuf outbuf and outbuf.appendf() directly instead of the vulnerable LOCAL_ARRAY(char, tmpbuf, TEMP_BUF_SIZE) and snprintf(tmpbuf, TEMP_BUF_SIZE, ...) followed by outbuf.append(tmpbuf).","The target function has already adopted the fixed-side API replacement, using the self-sizing SBuf class and its appendf method instead of the fixed-size tmpbuf array and snprintf, thereby eliminating the CWE-400 buffer overflow risk.",1,0,1
0,1,0,1,134,15822,CWE-787,49,431633,0,417,2,9,0,1,0,1,0,1,ImageMagick,0.005995392799377441,0.9783201217651367,0,3809,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"cin.file.image_offset=ReadBlobLong(image);
  if (cin.file.image_offset < 712)
    ThrowReaderException(CorruptImageError,""ImproperImageHeader"");","The target function already contains the exact bounds check added by the historical patch, guarding the same risky operation against out-of-bounds access.",1,0,1
0,1,0,1,1,2227,CWE-787,14,432093,1,99,0,3,0,1,0,1,0,1,vim,0.012174427509307861,0.9910576939582825,0,565,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (byts == NULL || idxs == NULL)
	return FAIL;","The target function already contains the exact null-check guard added by the historical patch, which prevents accessing the potentially NULL pointers and thus eliminates the out-of-bounds risk.",1,0,1
1,0,1,0,4,10351,CWE-617,14,432152,24,171,0,7,1,0,1,0,1,0,mongo,0.0031029582023620605,0.9244272112846375,0,1840,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
1,0,0,1,0,406,CWE-476,3,432247,0,17,0,1,0,1,0,1,1,0,unicorn,-5.960464477539063e-08,0.9266179800033569,0,95,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,1,179,CWE-125,1,432346,0,9,0,0,0,1,0,1,1,0,qemu,-0.0024039745330810547,0.9397072792053223,0,49,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,7,3099,CWE-703,15,432351,1,99,0,2,0,1,0,1,0,1,dpdk,0.0,0.9723502397537231,0,702,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (validate_msg_fds(dev, ctx, 1) != 0)
		return RTE_VHOST_MSG_RESULT_ERR;","The target function already contains the exact guard added by the patch, validating the file descriptor count before accessing ctx->fds[0], thus eliminating the reported vulnerability.",1,0,1
0,1,0,1,7,3198,CWE-703,15,432352,1,97,1,2,0,1,0,1,0,1,dpdk,0.010094285011291504,0.9999998807907104,0,733,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (validate_msg_fds(dev, ctx, 0) != 0)
		return RTE_VHOST_MSG_RESULT_ERR;","The target function already contains the exact guard added by the historical patch, checking validate_msg_fds and returning an error before proceeding to the size check.",1,0,1
0,1,0,1,11,7674,CWE-416,29,434093,3,294,2,12,0,1,0,1,0,1,vim,0.0042459964752197266,0.9438459277153015,0,1683,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,int prev_arglist_locked = arglist_locked; ... arglist_locked = TRUE; ... arglist_locked = prev_arglist_locked;,"The target function already contains the exact state-saving and restoration logic from the patch, properly saving arglist_locked before modification and restoring it at the end.",1,0,1
0,1,0,1,0,757,CWE-119,0,434902,0,24,4,0,0,1,0,1,0,1,ghostpdl,0.0015189647674560547,0.9340873956680298,0,149,0,1,0,1,best_ensemble_pred,1,1,0,True,unknown,high,"Target function signature uses the corrected name: fill_threshold_buffer(byte *dest_strip, byte *src_strip, int src_width, int left_offset, int left_width, int num_tiles, int right_width)","The historical patch repair is a function name typo correction from 'fill_threshhold_buffer' to 'fill_threshold_buffer', and the target function already uses the corrected name, indicating the fix is present.",1,0,1
0,1,0,1,4,4557,CWE-120,2,435409,1,118,1,0,0,1,0,1,0,1,ghostpdl,0.0022016167640686035,0.9523801803588867,0,874,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"memset(data, 0x00, DATA_SIZE);","The target function contains the exact initialization memset added in the fixed version and lacks the removed late/end-data memset, fully matching the historical repair.",1,0,1
0,1,0,1,2,2863,CWE-125,17,436066,3,98,4,2,1,0,0,1,0,1,linux,0.0025241971015930176,0.9605973958969116,0,714,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,3868,CWE-125,15,436990,0,186,0,7,1,0,1,0,1,0,vim,-0.0011807084083557129,0.9111355543136597,0,994,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,1,1579,CWE-415,12,437003,0,64,1,2,0,1,1,0,0,1,linux,0.004319906234741211,0.959571361541748,0,390,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,6,4381,CWE-125,26,437291,0,173,1,2,1,0,0,1,1,0,oniguruma,0.0002645254135131836,0.940944492816925,0,905,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,10,2630,CWE-787,23,437671,1,73,5,6,0,1,0,1,0,1,radare2,0.0040711164474487305,0.9457882642745972,0,850,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,st64 size = r_buf_size (buf); if (off >= size) { return NULL; } size -= off; if (!size) { return NULL; } if (size < 32) { return NULL; },"The target function already contains all the specific repairs from the patch: the type change from ut64 to st64 for size, and the added bounds/shape check (size < 32) that guards the same risky operation.",1,0,1
0,1,0,1,2,1348,CWE-401,5,437708,0,48,2,1,1,0,0,1,0,1,linux,0.0011045336723327637,0.9548231959342957,0,283,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,1,0,1,795,CWE-415,7,438686,2,30,2,0,1,0,1,0,1,0,linux,0.0003319978713989258,0.9437553882598877,0,168,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,0,702,CWE-416,5,438876,1,34,3,2,1,0,0,1,0,1,linux,0.0024643540382385254,0.9542214870452881,0,171,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,126,34604,CWE-401,70,439114,1,976,3,20,0,1,0,1,0,1,ImageMagick6,0.0,0.9958339929580688,0,6653,0,1,0,1,best_ensemble_pred,1,1,1,False,state_or_lifetime_repair,high,The target function's multi-image loop handling (which was truncated) lacks the `status=MagickFalse; break;` state-flag pattern and the post-loop `if (status == MagickFalse) return(DestroyImageList(image));` cleanup shown in the fixed side of the diff.,"The historical patch replaces an immediate `DestroyImageList`/NULL return with a deferred status-flag break and a post-loop cleanup to avoid leaking earlier images in the list, and the target function does not contain this state-flag pattern or the corresponding post-loop cleanup.",0,1,0
0,1,0,1,126,34707,CWE-835,70,439266,1,977,3,20,0,1,0,1,0,1,ImageMagick6,0.02368706464767456,1.0000003576278687,0,6663,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,start_position=TellBlob(image)-2;,"The target function unconditionally assigns start_position=TellBlob(image)-2, which matches the fixed side of the patch and removes the vulnerable conditional check.",1,0,1
0,1,0,1,27,3490,CWE-22,22,439495,2,123,11,4,0,1,0,1,0,1,squashfs-tools,,,0,841,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if(check_name(dire->name, dire->size + 1) == FALSE) { ERROR(""File system corrupted: invalid characters in name
""); goto corrupted; }","The target function already contains the exact check_name guard and error handling added by the historical patch to prevent path traversal via invalid characters (CWE-22), so the vulnerability is already mitigated.",1,0,1
0,1,0,1,23,3190,CWE-22,22,439500,2,113,7,4,0,1,0,1,0,1,squashfs-tools,0.01133960485458374,0.9275617003440857,0,770,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if(check_name(dire->name, dire->size + 1) == FALSE) { ERROR(""File system corrupted: invalid characters in name
""); goto corrupted; }","The target function already contains the exact check_name guard and error handling added by the historical patch, protecting the same risky operation.",1,0,1
0,1,0,1,0,1248,CWE-863,5,440872,2,38,2,1,0,1,0,1,0,1,xserver,0.004378676414489746,0.9402438402175903,0,259,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"/* the format string below is controlled by the user, this code should never be called with elevated privileges */","The target function already contains the exact comment added by the historical patch, indicating the repair (the awareness/guard that the format string is user-controlled and must not be called with elevated privileges) is present.",1,0,1
0,1,0,1,12,2401,CWE-191,4,441822,0,76,0,0,0,1,0,1,0,1,xserver,0.00406193733215332,0.9305192232131958,0,451,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,dataLeft = (client->req_len * 4) - SIZEOF(xkbSelectEventsReq);,"The target function uses the patched expression (client->req_len * 4) instead of the vulnerable expression (stuff->length * 4), meaning the specific integer underflow/bounds repair is already present.",1,0,1
1,0,0,1,4,493,CWE-835,0,442189,0,14,0,0,0,1,0,1,0,1,qemu,0.0005339980125427246,0.958981454372406,0,101,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,0,1193,CWE-193,13,442587,0,42,0,4,0,1,0,1,0,1,spice,0.0020112991333007812,0.9453506469726562,0,220,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,7,954,CWE-125,0,442815,0,40,0,0,0,1,0,1,0,1,curl,0.03812599182128906,0.9880235195159912,0,237,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if(0 == cut) /* not a single cutting position was found, just cut it at the max text width then! */ cut = WARN_TEXTWIDTH-1;","The target function already contains the exact guard added in the historical patch, which prevents an out-of-bounds read when no whitespace is found for a word break.",1,0,1
0,1,1,0,30,3513,CWE-200,1,442959,1,145,0,0,1,0,1,0,1,0,vim,0.004207789897918701,0.9512485265731812,0,930,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,0,960,CWE-476,0,443152,1,40,0,0,0,1,0,1,1,0,linux,0.003740549087524414,0.9560534358024597,0,234,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,10,22967,CWE-416,114,443298,12,761,0,32,1,0,1,0,1,0,vim,0.012569904327392578,0.9365551471710205,0,4682,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,0,3041,CWE-20,15,444900,1,122,1,2,1,0,0,1,1,0,cifs-utils,-0.0013346672058105469,0.9583010077476501,0,722,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,1868,CWE-22,15,445881,0,59,0,7,1,0,0,1,1,0,file-roller,0.0021238327026367188,0.959731936454773,0,305,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,2,7667,CWE-22,65,445995,0,256,0,24,0,1,0,1,0,1,file-roller,0.057711005210876465,1.0000001192092896,0,1332,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"relative_path = _g_path_get_relative_basename_safe (fullpath, extract_data->base_dir, extract_data->junk_paths); if (relative_path == NULL) { archive_read_data_skip (a); continue; } file = g_file_get_child (extract_data->destination, relative_path);","The target function already contains the exact null-check guard and safe API replacement (_g_path_get_relative_basename_safe) from the historical patch for both the pathname and linkname extraction paths, fully mitigating the CWE-22 risk.",1,0,1
0,1,0,1,15,5176,CWE-787,12,446058,0,203,1,1,0,1,0,1,0,1,libtiff,0.005810260772705078,0.9484707117080688,0,1264,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_repair,high,len = codep->length; tp = op + len; do { int t; --tp; t = codep->value; codep = codep->next; *tp = (char)t; } while (codep && tp > op); assert(occ >= len); op += len; occ -= len;,"The target function contains the exact bounds-shape repair from the patch, which prevents out-of-bounds writes by checking `codep && tp > op` in the loop and asserting `occ >= len` after the loop.",1,0,1
0,1,0,1,0,535,CWE-416,2,446096,0,24,0,1,0,1,1,0,0,1,linux,0.001225590705871582,0.9620147943496704,0,116,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,22,6806,CWE-125,31,446279,3,151,8,7,0,1,0,1,0,1,libmobi,0.004646420478820801,0.956234335899353,0,1257,0,1,0,1,best_ensemble_pred,1,1,0,True,error_handling,high,"char text[INDX_LABEL_SIZEMAX + 1]; ... label_length = mobi_indx_get_label((unsigned char*) text, buf, label_length, indx->ligt_entries_count); if (buf->error != MOBI_SUCCESS) { debug_print(""Buffer error reading label: %d\n"", buf->error); return MOBI_DATA_CORRUPT; }",The target function already contains both the buffer size increase (`INDX_LABEL_SIZEMAX + 1`) and the error handling check (`buf->error != MOBI_SUCCESS`) introduced by the historical patch.,1,0,1
0,1,0,1,9,2834,CWE-787,17,446416,4,110,5,3,0,1,0,1,0,1,rizin,0.0008574128150939941,0.9436109662055969,0,665,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,ut32 total = total_slide_infos + n_slide_infos[i]; if (total < total_slide_infos) { // overflow goto beach; } total_slide_infos = total;,"The target function already contains the exact overflow guard and type change from the historical patch, protecting the same accumulation operation.",1,0,1
0,1,0,1,45,8454,CWE-125,4,447053,4,177,7,0,0,1,0,1,0,1,exiv2,0.002215743064880371,1.0,0,1649,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,long long allocate = (long long) (size*count + pad+20); if ( allocate > (long long) io.size() ) { throw Error(57); } DataBuf  buf(allocate);,"The target function already contains the exact bounds check and allocation logic from the fixed patch, guarding the same risky memory allocation operation.",1,0,1
1,0,0,1,15,2818,CWE-17,20,447231,0,117,1,6,1,0,1,0,1,0,php-src,-0.003058195114135742,0.9999998807907104,0,866,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,16,3275,CWE-125,10,448562,0,121,1,0,0,1,0,1,0,1,frr,4.696846008300781e-05,0.9295833110809326,0,698,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"if (hdr->length < sizeof(struct capability_mp_data)) { zlog_info(""%pBP Capability structure is not properly filled out, expected at least %zu bytes but header length specified is %d"", peer, sizeof(struct capability_mp_data), hdr->length); return BGP_Stop; }","The target function already contains the exact bounds check added by the historical patch, which guards the subsequent memcpy operation against reading beyond the declared capability length.",1,0,1
0,1,0,1,6,3351,CWE-189,16,448584,1,134,0,1,0,1,0,1,0,1,gdk-pixbuf,0.002713501453399658,0.9212936758995056,0,859,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"if (value <= 0) RETURN (FALSE); guards both ww and hh assignments, and if (size / bytes_per_line != hh) RETURN (FALSE); guards the allocation size calculation.","The target function already contains all the specific repairs from the historical patch (the value <= 0 guards for width/height and the overflow check for the size calculation), so the vulnerability is mitigated.",1,0,1
0,1,0,1,76,26047,CWE-787,39,448912,8,678,0,0,0,1,1,0,0,1,zlib,0.010508298873901367,0.9383311867713928,0,5111,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,0,1349,CWE-122,0,449294,0,47,0,0,1,0,0,1,1,0,vim,-0.0031300783157348633,0.936733603477478,0,256,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,7,468,CWE-189,10,449321,1,21,1,3,0,1,0,1,0,1,clamav-devel,-0.0024416446685791016,0.9516614079475403,0,153,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_repair,high,name = cli_malloc(len+1);,"The target function already includes the exact repair from the patch by allocating len+1 bytes instead of len, ensuring sufficient space for the null terminator.",1,0,1
0,1,1,0,0,1757,CWE-416,11,450764,1,78,0,3,1,0,1,0,1,0,vim,-0.001874387264251709,0.941464900970459,0,458,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,13,28169,CWE-119,152,450812,13,876,32,49,0,1,0,1,0,1,gnulib,0.01550358533859253,0.9332834482192993,0,4847,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"*((char *) mempcpy (newp, dirname + 1, end_name - dirname - 1)) = '\0';","The target function contains the exact patched line where the length argument to mempcpy was corrected from `end_name - dirname` to `end_name - dirname - 1`, meaning the specific buffer over-read vulnerability has already been repaired.",1,0,1
0,1,0,1,9,1715,CWE-120,7,450830,0,61,2,0,0,1,0,1,0,1,linux,0.0012006759643554688,0.9515403509140015,0,385,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,if (transaction->aid_len > sizeof(transaction->aid)) return -EINVAL; and if (transaction->params_len > ((skb->len - 2) - sizeof(struct nfc_evt_transaction))) return -EINVAL;,"The target function already contains both bounds checks added by the historical patch, fully protecting the subsequent memcpy operations from buffer overflows.",1,0,1
0,1,0,1,10,2436,CWE-20,1,451731,0,134,0,0,1,0,0,1,1,0,ntp,0.007222175598144531,0.9467198848724365,0,690,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,8,11947,CWE-20,58,451888,0,435,1,0,0,1,0,1,0,1,jasper,0.003620326519012451,0.9656069874763489,0,2741,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"case OPT_MAXRLVLS:
			tccp->maxrlvls = atoi(jas_tvparser_getval(tvp));
			if(tccp->maxrlvls > JPC_MAXRLVLS) {
				jas_eprintf(""invalid number of resolution levels upper than %d\n"",JPC_MAXRLVLS);
				goto error;
			}","The target function already contains the exact guard and error handling added by the historical patch to validate maxrlvls against JPC_MAXRLVLS, so the vulnerability has been repaired.",1,0,1
0,1,1,0,3,6020,CWE-787,13,452377,6,210,4,5,0,1,1,0,1,0,vim,0.0002739429473876953,0.9382659196853638,0,1341,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,66,34505,CWE-787,142,452391,0,1024,2,51,0,1,0,1,0,1,ImageMagick6,0.0,0.9999998807907104,0,6079,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,extent=4*((image->depth+7)/8)*(samples_per_pixel+1)*TIFFStripSize(tiff);,"The target function already incorporates the exact depth-based multiplier ((image->depth+7)/8) into the extent calculation for the strip buffer allocation, which matches the historical fix and prevents the out-of-bounds write.",1,0,1
1,0,0,1,1,1137,CWE-269,13,452994,0,57,3,0,1,0,0,1,1,0,nf,-0.000278472900390625,0.9436362385749817,0,272,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,40,5684,CWE-668,21,453109,1,148,1,4,0,1,0,1,1,0,libexpat,0.005196869373321533,0.9550554156303406,0,1170,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,4,9401,CWE-125,57,453265,5,358,0,0,0,1,0,1,0,1,jasper,0.03341853618621826,0.9981731176376343,0,2406,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,for (i = 0; i < dec->cdef->data.cdef.numchans; ++i),"The target function uses the correct loop bound dec->cdef->data.cdef.numchans instead of the vulnerable dec->numchans, matching the fixed side of the patch exactly.",1,0,1
0,1,0,1,10,6551,CWE-703,6,454759,0,244,6,0,0,1,0,1,0,1,linux,0.008545279502868652,0.9797505140304565,0,1481,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"case I2C_SMBUS_BLOCK_PROC_CALL:
		dev_dbg(dev, ""I2C_SMBUS_BLOCK_PROC_CALL\n"");
		if (data->block[0] > I2C_SMBUS_BLOCK_MAX)
			return -EINVAL;","The target function already contains the exact bounds check added by the historical patch, guarding the same risky operation in the I2C_SMBUS_BLOCK_PROC_CALL case.",1,0,1
0,1,0,1,7,2146,CWE-119,25,455177,1,54,1,6,1,0,0,1,1,0,libmobi,0.0009453296661376953,0.9550154209136963,0,425,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
